AC electromagnetic yoke
AC magnetisation
type approval certificate
type engine
type of discontinuity
type of loading
type of pitch
type of probe
type of structure
type or vessel size
type profile
types of finite element
types of pitch
typical SWL
typical SWL value
typical for ship
typical load
typical plate
typical value
ultimate buckling
ultimate buckling capacity
ultimate capacity
ultimate capacity limit
ultimate capacity model
ultimate capacity prediction
ultimate hull girder
ultimate hull girder capacity
ultimate limit state
ultimate load
ultimate moment capacity
ultimate strength
ultimate strength analysis
ultimate strength assessment
ultimate strength characteristic
ultimate strength limit
ultimate strength prediction
ultimate tensile strength
ultrasonic apparatus
ultrasonic beam
ultrasonic equipment
ultrasonic system
ultrasonic test unit
ultrasonic testing
ultrasonic testing report
uncloseable opening
uncoated spot
uncovered calibration block
unfiltered and filtered speed
uniform frame
uniform frame spacing
uniform lateral pressure
uniform layer
uniform optical density
uniform thickness
unique opportunity
unit facewidth
unit in case
unit load
unknown coefficient
unknown variance
unloaded plate edge
unrelieved part
unsafe region
unstable postbuckling
unstable postbuckling behaviour
unstiffened plate
unsupported length
untrimmed end
upper corner
upper corner casting
upper deck
upper limit
usage factor
use of metallic coating
use of triangular element
user through pre
utilisation factor
utilisation level
utilisation of limit value
validity limit
validity range
value of fma
values for _Hlim
valve
vapour
vapour recovery
vapour recovery plant
vapour recovery system
variable loading
variation in attenuation
variations in conductivity
vent line
ventilation etc
ventilation fan
ventilation system
venting system
verification
verification activity
verification process
verification scheme
verification scheme for maintenance
verification task
verification work
vertical Test
vertical component
vertical dimensionless acceleration
vertical distance
vertical force at frame
vertical hull
vertical hull girder
vertical lashing
vertical load
vertical load _wi
vertical loading
